GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
310M300US24780,24780,"Greenville, NC Metro Area",15313,1499,34957,3134,57932,4882,96227,9275,162057,8548
310M300US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",21775,880,40830,908,63677,2215,100295,1914,181405,7593
310M300US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",17192,1432,36712,1432,57039,2675,88406,4355,152017,6415
310M300US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",25568,2085,45105,3568,72173,3289,106768,6030,170580,11483
310M300US25220,25220,"Hammond, LA Metro Area",16348,1263,32466,6164,62621,2736,96065,11587,171898,15983
310M300US25260,25260,"Hanford-Corcoran, CA Metro Area",24351,2400,42602,2695,63717,2193,93336,7537,181681,19795
310M300US25420,25420,"Harrisburg-Carlisle, PA Metro Area",28410,1401,50525,1284,74396,1591,112468,3602,197249,13914
310M300US25500,25500,"Harrisonburg, VA Metro Area",22749,3798,40917,2293,64487,3505,97891,6208,162708,11228
310M300US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",29378,1308,55877,1664,88823,2205,139754,2889,,
310M300US25620,25620,"Hattiesburg, MS Metro Area",19424,2772,35650,3695,57859,4570,94988,7521,178684,11556
310M300US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",19300,1467,35045,1663,52248,2073,81653,2741,145386,14894
310M300US25940,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",27189,2718,50374,3168,77288,4752,113026,6433,212489,40534
310M300US25980,25980,"Hinesville, GA Metro Area",22657,3475,38300,2939,53463,3235,74849,4707,129631,22369
310M300US26140,26140,"Homosassa Springs, FL Metro Area",18054,1792,30598,1773,48261,3488,73076,3678,130405,16219
310M300US26300,26300,"Hot Springs, AR Metro Area",17722,2888,34441,3743,53158,5756,81221,10340,158889,24029
310M300US26380,26380,"Houma-Thibodaux, LA Metro Area",19401,1475,37363,2765,62090,3240,96317,6670,162292,9203
310M300US26420,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",25785,486,48397,825,78585,1108,128959,2032,,
